subjCode,Category,Subcategory1,Subcategory2,firstStimPosition,secondStimPosition,pic1,pic2
subjCode,Fish,flyingfish,goldfish,right,left,flying__8,gold__6
subjCode,Trains,freighttrain,inclinerailway,left,right,freight__n03394480_2710,incline__i15
subjCode,Planes,fighter,stealth,right,left,fighter__n03335030_4289_obj1,stealth__n04308084_3578_obj1
subjCode,Bird,hen,swan,left,right,hen__n01514859_1689,swan__n01858441_8923
subjCode,Cars,limousine,stationwagon,left,right,limo__n03670208_21,wagon__n02814533_248
subjCode,Fish,angelfish,flyingfish,left,right,angel__n02605936_250,flying__8
subjCode,Bird,hawk,ostrich,right,left,hawk__5,ost__n01518878_8812
subjCode,Cats,angora,siamese,right,left,angora__n02123478_7454,siamese__n02123597_1673
subjCode,Boats,icebreaker,sailboat,left,right,icebreaker__n03556992_2857,sail__s4
subjCode,Fish,goldfish,needlefish,left,right,gold__6,aneed__10
subjCode,Fish,angelfish,goldfish,right,left,angel__n02605936_250,gold__6
subjCode,Boats,cruiseliner,galleon,right,left,cruise__n1,galleon__n03411339_770
subjCode,Boats,aircraftcarrier,rowboat,right,left,carriern02687172_1960,row__r2
subjCode,Cats,egyptian,manx,left,right,egyptian__n02124075_5349,manx__3
subjCode,Cars,minivan,sportscar,right,left,mvan__n03770679_505,sports__n04285008_392
subjCode,Bird,hen,vulture,right,left,hen__n01514859_1689,vulture__n01616318_1589
subjCode,Boats,canoe,sailboat,right,left,canoe__n02951358_3427,sail__s4
subjCode,Planes,delta,fighter,left,right,delta__ndelta__2,fighter__n03335030_4289_obj1
subjCode,Dogs,malamute,welsh,right,left,malamute__n02110063_4873_obj1,welsh__n02112826_477_obj1
subjCode,Fish,catfish,needlefish,left,right,catfish__9,aneed__10
subjCode,Cars,racecar,sedan,right,left,racing__n04037443_233,sedan__n04166281_784
subjCode,Trains,freighttrain,monorail,right,left,freight__n03394480_2710,mono__m4
subjCode,Trains,monorail,trolley,left,right,mono__m4,trolley__n04469813_3827
subjCode,Planes,delta,glider,right,left,delta__ndelta__2,glider__nglider__2
subjCode,Fish,flyingfish,pufferfish,left,right,flying__8,puffer__5
subjCode,Cars,sedan,stationwagon,right,left,sedan__n04166281_784,wagon__n02814533_248
subjCode,Bird,hummingbird,swan,right,left,humming__n01833805_592,swan__n01858441_8923
subjCode,Fish,angelfish,catfish,right,left,angel__n02605936_250,catfish__9
subjCode,Bird,owl,vulture,right,left,owl__n01625562_9999,vulture__n01616318_1589
subjCode,Dogs,mastiff,pug,right,left,mastiff__n02108254_133_obj1,pug__n02110958_14310_obj1
subjCode,Boats,galleon,sailboat,left,right,galleon__n03411339_770,sail__s4
subjCode,Fish,clownfish,flyingfish,right,left,clown__fish6,flying__8
subjCode,Trains,commutertrain,tram,left,right,commuter__n03078802_288,tram__n04335435_1691
subjCode,Trains,bullettrain,trolley,left,right,bullet__n02917067_281,trolley__n04469813_3827
subjCode,Planes,airliner,glider,right,left,airliner__n02690373_8843_obj1,glider__nglider__2
subjCode,Cars,limousine,sedan,left,right,limo__n03670208_21,sedan__n04166281_784
