subjCode,Category,Subcategory1,Subcategory2,firstStimPosition,secondStimPosition,pic1,pic2
testDemog2,Boats,aircraftcarrier,canoe,right,left,carriern02687172_1350,canoe__n02951358_2402
testDemog2,Cars,racecar,sportscar,left,right,racing__n04037443_63,sports__n04285008_39
testDemog2,Boats,aircraftcarrier,icebreaker,right,left,carriern02687172_1350,icebreaker__n03556992_2173
testDemog2,Trains,inclinerailway,subway,right,left,incline__36-106,subway__n04349306_700
testDemog2,Fish,clownfish,pufferfish,left,right,clown__fish4,puffer__n02655020_117
testDemog2,Trains,commutertrain,monorail,right,left,commuter__n03078802_645,mono__600-monorail
testDemog2,Boats,battleship,cruiseliner,right,left,battle__n02812201_45,cruise__n4
testDemog2,Cars,limousine,sedan,right,left,limo__n03670208_745,sedan__n04166281_374
testDemog2,Fish,clownfish,sturgeon,right,left,clown__fish4,sturgeon__n02640242_103
testDemog2,Trains,freighttrain,monorail,left,right,freight__n03394480_79,mono__600-monorail
testDemog2,Cats,egyptian,tortishell,left,right,egyptian__n02124075_5067,tort__n02123242_3408
testDemog2,Fish,catfish,clownfish,right,left,catfish__2,clown__fish4
testDemog2,Bird,hen,owl,left,right,hen__n01514859_1689,owl__n01625562_9999
testDemog2,Trains,inclinerailway,tram,left,right,incline__36-106,tram__n04335435_490
testDemog2,Fish,angelfish,pufferfish,left,right,angel__n02605936_581,puffer__n02655020_117
testDemog2,Dogs,schipperke,welsh,left,right,schipperke__n02104365_9401_obj1,welsh__n02112826_1051_obj1
testDemog2,Cats,siamese,sphynx,left,right,siamese__n02123597_1516,spyhnx__6
testDemog2,Planes,glider,stealth,left,right,glider__n03439814_5694,stealth__n04308084_1399_obj1
testDemog2,Fish,angelfish,needlefish,right,left,angel__n02605936_581,aneed__3
